channel,degree_centrality,betweenness_centrality,pagerank
Nintendo,0.04247104247104247,0.011125812292889814,0.0024132943011433874
Estée Lalonde,0.07142857142857142,0.0014854335936836148,0.002385259235553628
EminemVEVO,0.24195624195624194,0.0006115461006461101,0.0023847203578502376
Charlie Puth,0.22522522522522523,9.951079820415878e-05,0.002378968953606617
JamesBayVEVO,0.18983268983268983,0.00112503633194734,0.002347513412577312
ChainsmokersVEVO,0.2072072072072072,0.0014981916734198518,0.002317336062704846
CNN,0.03088803088803089,0.005983983663265129,0.002317089950208997
Universal Pictures,0.1467181467181467,0.0009944219146212456,0.002292677884759608
1theK (원더케이),0.25933075933075933,0.004380861747603154,0.002278416122697892
SZAVEVO,0.2277992277992278,0.000668441677530785,0.0022656056297819024
IGN,0.13256113256113256,0.13692885889987996,0.002261341734585689
MigosVEVO,0.22458172458172457,0.00023438574388627413,0.0022595582941822394
The White House,0.027027027027027025,0.0030621631249560747,0.0022580129804720605
Bhad Bhabie,0.24453024453024452,0.04077544556629845,0.002249929771177471
Screen Junkies,0.043758043758043756,0.002183557074206543,0.002201433355812629
Atlantic Records,0.23423423423423423,0.0008859613977285478,0.0021409550307070627
Samantha Maria,0.04826254826254826,0.00033326845828042517,0.0021363246704387715
Hazel Hayes,0.06628056628056628,0.0026919304977336897,0.0021250915454960975
CaseyNeistat,0.064993564993565,0.004334128930233572,0.0021240153174899106
Inthefrow,0.05019305019305019,0.002733864936203079,0.0021221526788704763
BBC News,0.0444015444015444,0.03761405363287023,0.0020965354002552266
Ty Dolla $ign,0.2335907335907336,0.0017266529084421854,0.0020933929327493325
Fleur DeForce,0.047619047619047616,0.0018776963687845048,0.0020771128265737377
GEazyMusicVEVO,0.22458172458172457,0.0011728362364123984,0.002067634197003303
PointlessBlogVlogs,0.1525096525096525,0.003762771870551266,0.002055730506267406
TroyeSivanVEVO,0.2277992277992278,0.002854199460697187,0.0020275129362874035
AngryJoeShow,0.04247104247104247,0.028245719313251004,0.0020081014942183876
Wendy Williams,0.13513513513513514,0.0003288947443072547,0.0020019497426885494
Amelia Liana,0.05148005148005148,0.008678041921711763,0.001983152397518352
Marshmello,0.19755469755469754,0.0048527049420427435,0.0019722751629927737
Sprinkleofglitter,0.043114543114543116,0.0012383052947699282,0.001956410180887169
TODAY,0.02252252252252252,0.0090715227948418,0.0019560095615101295
Diplo,0.21943371943371942,0.0008361885476675013,0.0019479900820615508
CJENMMUSIC Official,0.2059202059202059,0.0011946866136130694,0.0019391826923402596
Carrie Hope Fletcher,0.14221364221364222,0.0006374870541733256,0.0019357419742896036
A24,0.04247104247104247,0.004486835341845137,0.0019272199445418093
Jenny Nicholson,0.04182754182754183,0.00038407803100645656,0.0019179324468867373
SiaVEVO,0.23037323037323038,0.0027868997527637183,0.0019116777658467394
Daniel J. Layton,0.06628056628056628,0.0034631472815352597,0.0019074658580915886
Janelle Monáe,0.16666666666666666,1.6568469332704452e-06,0.0019066590373346827
KygoOfficialVEVO,0.21171171171171171,0.0008482347980080866,0.0019030398897969202
Shesez,0.03732303732303732,0.029011414184314466,0.0018892577937460432
HalseyVEVO,0.17631917631917632,0.0004969238413252174,0.0018823575955099858
American Idol,0.09202059202059201,0.00022281447017682724,0.0018812838017956684
Cole Bennett,0.13384813384813385,0.0007199034935522651,0.0018756344155040302
TMZ,0.1583011583011583,0.003933568436917364,0.0018719377815073117
Lily Pebbles,0.043114543114543116,0.00027603661285767304,0.001840908145475308
Watch What Happens Live with Andy Cohen,0.14157014157014156,0.0038618996562241777,0.0018058998501664374
SuperDuperKyle,0.15958815958815958,0.0002362699227661529,0.0018055708990607515
TV Promos,0.11068211068211067,0.0009594993656566124,0.0017977568271775823
CBS This Morning,0.02574002574002574,2.0725927841188628e-05,0.0017930069848626363
BBCRadio1VEVO,0.21042471042471042,0.0023867024846205122,0.0017872381466437202
GraceVanderWaalVEVO,0.22136422136422135,0.0008659708585445973,0.0017767570371501507
SamSmithWorldVEVO,0.1879021879021879,0.0012095488724699849,0.0017725114183474566
Tanya Burr,0.04633204633204633,0.0007473648870296351,0.0017501050711250625
TWICE JAPAN OFFICIAL YouTube Channel,0.1956241956241956,0.0001693800469902803,0.0017348595181760269
Ozuna,0.21557271557271557,0.0011034363595426304,0.0017208418357573007
MoreZoella,0.055984555984555984,0.0001991533686419752,0.0017124289895566263
Nile Wilson,0.036036036036036036,9.573001949448776e-05,0.0016906110991500045
EnriqueIglesiasVEVO,0.1731016731016731,0.0015630185615387023,0.0016609590972019505
UFC - Ultimate Fighting Championship,0.0444015444015444,0.02332286401461934,0.0016587397668078995
Panic! At The Disco,0.19176319176319176,0.0006582884671347757,0.001656457805108318
ONE Media,0.03732303732303732,0.006458408989337443,0.001646043523161743
CHANNEL90seconds newscom,0.06113256113256113,0.004260844291993046,0.0016395019674582511
Disney•Pixar,0.03346203346203346,9.051331905122727e-05,0.0016078991130921516
VH1,0.11068211068211067,0.0006312086911710949,0.0015997788966058701
h3h3Productions,0.11904761904761904,0.0017041675254020755,0.0015927335653166082
ChvrchesVEVO,0.17245817245817247,0.00024369927634816213,0.0015873922539979156
FilmSelect Trailer,0.1332046332046332,0.0008442452323448664,0.00158433868483973
MauLer,0.027027027027027025,0.012757323160155763,0.0015700687940190146
jbalvinVEVO,0.18468468468468469,3.510301589944416e-05,0.0015624523531948575
TBS,0.11196911196911197,0.000938502837041966,0.0015590112016094723
Logan Paul Vlogs,0.12612612612612611,0.005769687659458091,0.0015589914584766464
videogamedunkey,0.028957528957528955,0.0005771411101714271,0.0015579799271442595
Kelly Clarkson,0.18597168597168598,0.0016699412287388415,0.0015540163787671724
Cardi B,0.1525096525096525,0.03142833615553554,0.0015536085664478417
bill wurtz,0.04182754182754183,0.0016767456718014414,0.0015435342843520515
DJSnakeVEVO,0.16988416988416988,0.0002870402000366259,0.0015233158179238978
Great Big Story,0.0489060489060489,0.013542093581328957,0.00152186579460912
Helen Anderson,0.05341055341055341,0.0004773146865313109,0.0015003566927486386
Fueled By Ramen,0.18404118404118402,0.00022019914657409918,0.0014979657919197786
David Guetta,0.16602316602316602,0.0005438362220979944,0.001486344256833883
Mike Shinoda,0.16087516087516088,0.051200300615804696,0.0014813414509738
TaylorSwiftVEVO,0.19948519948519947,0.002968462103012967,0.0014798132931394573
Tyler Oakley,0.11068211068211067,0.0014232790720233354,0.001479446971792143
Eurovision Song Contest,0.08944658944658944,0.0004250675404706638,0.0014782018858341681
MalumaVEVO,0.1583011583011583,0.0010408537286472098,0.0014750751066746393
Adult Swim,0.10038610038610038,0.001146150161888586,0.00146756544482266
RoyceDa59VEVO,0.1467181467181467,9.698392895658402e-05,0.0014640099115488044
MMAFightingonSBN,0.03861003861003861,0.0016020250611864793,0.001461666886343164
The View,0.11003861003861004,0.021160179595599175,0.0014481249304702348
Lindsay Ellis,0.09266409266409266,8.685384117731914e-05,0.0014467901858892002
Megan Ellaby,0.04826254826254826,0.002354758943654632,0.0014411840869569714
ArcticMonkeysVEVO,0.14543114543114544,0.0017947608398646343,0.0014207775577095053
carrieunderwoodVEVO,0.18725868725868725,0.002296005434849578,0.0014146229623864524
Cobra Kai,0.09009009009009009,0.007210517184974769,0.0014054607200859653
CalvinHarrisVEVO,0.1287001287001287,1.6781403471572305e-05,0.0014047031945833403
Zoella,0.04182754182754183,0.005472531577182831,0.0013983401710438233
Jeremy Jahns,0.09652509652509653,0.001578557936734872,0.0013848988291139078
DrakeVEVO,0.15315315315315314,0.0005042710044199456,0.0013840484686664391
MovieAccessTrailers,0.11325611325611325,0.0206377985739142,0.0013738463481648738
YearsAndYearsVEVO,0.15122265122265122,0.00030914755099796466,0.0013715176349751875
Complex,0.12033462033462033,0.0014910552269526303,0.0013645532313410844
Ed Sheeran,0.17503217503217502,0.0017592624525175468,0.0013384726710205528
Lucy Moon,0.05791505791505791,0.006787037582888695,0.0013340171053142862
Vox,0.02252252252252252,0.001145107443305813,0.0013322040798407848
PowerfulJRE,0.04182754182754183,0.0003368471905392926,0.001320729727599057
Lucas the Spider,0.02638352638352638,0.0,0.0013204866215826266
FutureVEVO,0.18983268983268983,0.002378804454391165,0.0013074540611627441
Disney Movie Trailers,0.03153153153153153,0.0023565800322432715,0.001304894582998854
iggyazaleamusicVEVO,0.12998712998713,0.003139223569112198,0.0012945152649253288
Vanity Fair,0.10682110682110682,0.0003132314203141013,0.0012912054586197508
The Graham Norton Show,0.1036036036036036,0.003470452537816662,0.0012907389818552673
Jason Derulo,0.13963963963963963,9.576022816580372e-05,0.0012853703277329227
justintimberlakeVEVO,0.1537966537966538,0.00020130459729215486,0.001283148741574438
FlorenceMachineVEVO,0.12097812097812097,1.3952269501800116e-05,0.0012829926043094065
NickiMinajAtVEVO,0.12097812097812097,1.3952269501800116e-05,0.0012757479697110073
Butch Hartman,0.032175032175032175,0.007991254515624375,0.001274085789234174
NickyJamTV,0.14350064350064348,0.0002664829056344889,0.0012734264010032157
starshipTV,0.18468468468468469,0.0012030596027784663,0.0012722633075098603
iKON,0.14414414414414414,0.00024023683865207076,0.0012706439705296281
88rising,0.09266409266409266,0.0003957288242690747,0.0012663986768627878
Focus Features,0.08108108108108107,0.002701602854854135,0.001257586193062321
SprinkleofChatter,0.05276705276705276,0.001558490112804413,0.0012517743536293946
GQ,0.14993564993564992,0.016930209711119866,0.0012395236102871196
tlc uk,0.08751608751608751,7.226566821096402e-05,0.0012361177045711975
marshmello,0.19305019305019305,0.14223708770257767,0.0012299386198037848
TinasheOfficialVEVO,0.17374517374517373,0.0006469739498321847,0.0012274882535162534
PlayStation,0.028314028314028312,0.0015018858951490364,0.00122714546864328
Camila Cabello,0.1969111969111969,0.0046176787897188095,0.001209365088475503
Maroon5VEVO,0.16087516087516088,0.002243527237922319,0.0012086580587895796
INSIDER,0.0546975546975547,0.015606259481284739,0.0011958751771729821
PTXofficial,0.16344916344916344,0.013660410719774968,0.0011949336111838427
RichTheKidVEVO,0.1332046332046332,0.0,0.0011890146444443687
doddleoddle,0.13191763191763192,3.770596602430931e-05,0.001187294102308882
iJustine,0.04826254826254826,0.006695478602005956,0.001183695369507853
5SOSVEVO,0.12419562419562419,0.000624896677467417,0.0011836482042191462
Jake Paul,0.04954954954954955,0.001430298277533493,0.0011825003483513234
AaronsAnimals,0.023809523809523808,0.005543027939041893,0.0011786526697361278
SEVENTEEN,0.15444015444015444,0.014124734530848554,0.0011781538064870299
Giovannasworld,0.10038610038610038,0.0004512464559038095,0.0011773234844401279
Patricia Bright,0.03539253539253539,0.004817235973556869,0.0011716759041887203
SiriusXM,0.12483912483912483,0.004389395505496656,0.0011670583479972971
LiamPayneVEVO,0.15958815958815958,0.0016177410452649279,0.001164064872781132
Nerdist,0.0694980694980695,0.000314881566525638,0.0011630318801687984
Marzia,0.03088803088803089,0.012991382764420401,0.0011582218290855468
KhalidVEVO,0.138996138996139,0.00027077941544299345,0.001156806424406165
The Hollywood Reporter,0.09395109395109395,0.0013432857249450459,0.001155666668733019
KendrickLamarVEVO,0.15765765765765766,0.00020518368436455177,0.0011516865031326688
"Tyler, The Creator",0.007078507078507078,4.8109925766075144e-05,0.001143560055253624
FC Barcelona,0.059845559845559844,0.010533082490473782,0.0011363944731427585
Primitive Technology,0.039897039897039896,0.001537669713707987,0.0011336518672744962
Inside Edition,0.018018018018018018,0.00018864462804839329,0.001132837820285382
J. Cole,0.11647361647361647,0.0002788936661925268,0.0011246406635727936
ワーナー ブラザース 公式チャンネル,0.03153153153153153,0.014422119302186,0.0011211161178669446
Noclip,0.0296010296010296,0.0044172576837563675,0.0011177456651156163
NBA,0.019305019305019305,0.00046424064700902154,0.0011141285916615785
KylieMinogueOnVEVO,0.16216216216216214,0.0031685202163698294,0.0011112032545257163
Team Coco,0.06177606177606178,0.00587135877205495,0.001110690947822431
SugarlandVEVO,0.1537966537966538,0.0004466261562744938,0.0011063348030000246
BBC,0.0978120978120978,0.0017158970948654884,0.0011009011482566585
ChrisJedayVEVO,0.11132561132561132,1.3048685172400324e-05,0.0011000810993056734
Chris Stuckmann,0.09266409266409266,0.00044043507903632954,0.0010978715200563904
MiguelVEVO,0.16216216216216214,0.004021483750712579,0.001096813837030634
Young Thug,0.0888030888030888,0.0006664375136715369,0.0010968110456256437
PinkVEVO,0.13449163449163448,0.00010263402113853382,0.0010914399988202722
ポケモン公式YouTubeチャンネル,0.03153153153153153,0.0025276824895201313,0.0010873565467510013
FBE,0.07593307593307592,0.0004179654043914148,0.0010866761591707022
Bazzi,0.14607464607464607,0.00042725021270884723,0.001078990316825321
Fortnite,0.021879021879021878,3.540589849347093e-05,0.0010780958397816893
BBC Music,0.1866151866151866,0.00649371367347986,0.0010752024647307388
KickThePj,0.0296010296010296,0.007174625334965439,0.0010673978151239983
FightHype.com,0.02574002574002574,0.005793286200628129,0.0010643791256924793
Lip Sync Battle,0.08429858429858429,0.0008206679435134147,0.0010622944497617123
PlayOverwatch,0.023166023166023165,0.014839092559465021,0.0010618615645333906
RemyMaVEVO,0.13127413127413126,0.0005150051435745128,0.0010551820915922763
HowToBasic,0.07014157014157014,0.023328523415127624,0.0010525152016744263
Good Morning America,0.0682110682110682,0.0009287447892014787,0.0010475676258929296
RaeSremmurdVEVO,0.1364221364221364,0.0003810324785028359,0.0010473515061155557
CliveNBAParody,0.02252252252252252,0.0034186056376407366,0.001043886883685457
Taylor Swift,0.1537966537966538,0.0006559982037651814,0.0010432837857618602
Tom Scott,0.007722007722007722,0.0001434706714809741,0.0010429445458722622
Life Noggin,0.005791505791505791,4.8969031583326495e-05,0.0010400949045949383
LadyGagaVEVO,0.1492921492921493,0.0005726275375709921,0.001039729522118441
PostMaloneVEVO,0.14607464607464607,0.00026996787667061585,0.0010393557919151479
WINNER,0.1492921492921493,0.0007603564595761839,0.0010365623114078877
Flo Rida,0.12934362934362933,0.0001260901634438338,0.0010343986705755165
TRL,0.08558558558558559,0.004486734818848224,0.0010315452537525906
Lil Durk,0.1525096525096525,0.0026070725305936244,0.0010265335715955756
Safiya Nygaard,0.040540540540540536,4.952123522172276e-05,0.0010262057086316639
LadBaby Official,0.047619047619047616,0.004578541518805472,0.0010229151286082498
Alesso,0.1402831402831403,0.0008984098345150821,0.0010202886174112825
FiftyShadesVEVO,0.11325611325611325,1.4324277800273477e-05,0.0010185055839683262
Sway's Universe,0.14607464607464607,0.009521102664058801,0.001012829523040647
LIVELOVEASAPVEVO,0.14350064350064348,0.0026264532401280784,0.001012641366258287
doddlevloggle,0.08622908622908623,0.0013777195684698913,0.0010063494000670404
E! Entertainment,0.1093951093951094,0.008447712856169031,0.0010024526779846285
Entertainment Tonight,0.18404118404118402,0.09310790478612686,0.000996893920552197
Bon Appétit,0.028314028314028312,0.000544621989594615,0.0009806583742348605
Real Time with Bill Maher,0.028957528957528955,0.00029140224205075646,0.000977470281041062
CNCOVEVO,0.11003861003861004,5.1340492051869064e-05,0.0009740482407682911
SpaceX,0.0045045045045045045,0.0044536045566309565,0.0009715169113298407
SebastianYatraVEVO,0.14092664092664092,0.0011841563058161933,0.0009707684563921841
Shawn Mendes,0.1332046332046332,0.0005385069176396495,0.0009707417819095153
James Charles,0.08043758043758044,0.0002850699581982836,0.0009684814696440428
Full Frontal with Samantha Bee,0.060489060489060484,0.01381646376756024,0.0009659657598976992
Beats 1 Radio,0.1615186615186615,0.0005416712997112874,0.0009603239258356037
Caspar,0.0933075933075933,0.0007193375584410004,0.0009580808704414396
Verne Troyer,0.09009009009009009,0.005997677032523808,0.0009571452544562494
Post Malone,0.12483912483912483,0.0002995059906298332,0.0009544428087056144
Kylie Jenner,0.023809523809523808,0.00033460223152071425,0.0009502400587814039
kermodeandmayo,0.03088803088803089,0.0007295832024533655,0.0009405037308007001
EXID_OFFICIAL,0.08172458172458172,0.00122545085188282,0.0009346037244475096
CAguileraVEVO,0.10167310167310167,0.00026663814017910956,0.0009330228842595627
Hamilton: An American Musical,0.028314028314028312,0.0004662183238216899,0.0009302806991329796
Lydia Elise Millen,0.04182754182754183,0.0007999228318369562,0.0009279001211193201
Paramount Pictures,0.0296010296010296,0.00028120211484371313,0.00092697793900773
SamanthaMariaVlogs,0.028957528957528955,0.0010734795715780818,0.0009204489606344256
Klossy,0.03732303732303732,0.0003530678850210643,0.0009176349399881451
joyner lucas,0.09974259974259973,0.000545716041365219,0.0009156279449968263
CalumScottVEVO,0.12805662805662804,0.008703617350443983,0.0009155511943827924
dodieVEVO,0.12805662805662804,0.00018935327239051744,0.0009133229435455378
Sam Chui,0.001287001287001287,1.288658725877013e-06,0.0009081935451112359
Jamie Genevieve,0.03861003861003861,0.001052623076019271,0.0009046474161449033
MTV International,0.08815958815958816,0.012070323429413431,0.000904603538884865
Disney Descendants,0.06306306306306306,0.00011215008086707229,0.00090402146181941
FallOutBoyVEVO,0.14607464607464607,0.0014200403246179298,0.0009037869165647944
MONTREALITY,0.08944658944658944,0.0015770710800835693,0.000903397340936641
Grace Helbig,0.039897039897039896,0.0016288352292033066,0.0008990502540282296
Visionary Music Group,0.0978120978120978,0.0011822123169215838,0.000898314293974416
Tasty,0.02252252252252252,8.852212179872928e-06,0.0008957115715505049
HISTORY,0.06113256113256113,0.0,0.0008927575592635266
Rooster Teeth,0.02574002574002574,0.0014264088571480887,0.0008915077704025803
Eleven Seven Music,0.16473616473616473,0.0005791265219948798,0.0008893042840015695
Top Gear,0.0032175032175032173,3.865976177631039e-06,0.0008884498332273633
Liam Gallagher,0.03088803088803089,0.0009118535971492375,0.0008872935852656733
BreakingBenjaminVEVO,0.14157014157014156,0.0012729375481044486,0.0008869527280581264
SACCONEJOLYs,0.03796653796653796,0.0006261466530992333,0.0008849022147174508
MLG Highlights,0.01673101673101673,0.001176831614937052,0.0008843910887464541
ralphthemoviemaker,0.025096525096525095,6.872846538010737e-06,0.0008840421156589893
NBC News,0.01287001287001287,0.003138982661680666,0.0008825266327285231
Mikey Murphy,0.02252252252252252,7.142851223432586e-06,0.0008758368931900848
woolliment,0.0933075933075933,0.0015303773627352811,0.0008750501646622564
Glamour Magazine,0.06113256113256113,3.656517997424997e-05,0.0008711476690278474
FROMSOFTWARE,0.01673101673101673,0.0,0.0008692387705588092
Campo Santo Productions,0.01673101673101673,0.0,0.0008692387705588092
Bandai Namco Entertainment America,0.01673101673101673,0.0,0.0008692387705588092
JudasPriestVEVO,0.10553410553410553,0.0001287361599185948,0.0008690525994561482
Meek Mill,0.11904761904761904,0.0007383829914454139,0.0008621599544945145
Soccer AM,0.02252252252252252,0.0011428140497894074,0.0008619533278858265
CupcakeJemma,0.0341055341055341,0.0005466521843508261,0.0008615962427347801
LOVE TV by LOVE Magazine,0.03153153153153153,0.0,0.0008611013372393355
NikkieTutorials,0.028957528957528955,0.000885416361649161,0.0008608653594552035
jacksfilms,0.023809523809523808,0.0005760465893689026,0.0008604322946529717
Lil Wayne,0.13063063063063063,0.00048476310307708954,0.0008574032140473559
Lifetime,0.07593307593307592,0.0021606067218786244,0.0008563717930453387
JColeVEVO,0.09974259974259973,0.00022298979568986265,0.0008512474656329201
2CELLOS,0.11518661518661519,0.015282532950677236,0.0008496657853729285
Kitchen Nightmares,0.06885456885456885,0.0004329670901150077,0.0008475817451679917
NardwuarServiette,0.09523809523809523,2.7150388855367935e-05,0.0008469142977237193
KarolGVEVO,0.0933075933075933,0.00011121309212437508,0.0008450453482701875
MeghanTrainorVEVO,0.0933075933075933,0.00011121309212437508,0.0008450453482701875
APerfectCircleVEVO,0.09459459459459459,2.8483448821964137e-06,0.0008432630874544072
NERDVEVO,0.12548262548262548,0.0006577368965809199,0.0008394867666024579
Traxxy,0.01673101673101673,8.441085140772624e-05,0.0008393575765813213
Looper,0.07528957528957529,0.0004124971887351964,0.0008393258029127063
Liverpool FC,0.021235521235521235,0.00028187338554598595,0.0008375187640986738
John Campea,0.08429858429858429,0.0025337425260971267,0.0008354773653573264
Proximity,0.09073359073359073,0.0022066874044189473,0.0008339652213699833
theoffcamerashow,0.074002574002574,0.009612911983644818,0.0008327405204460642
ArianaGrandeVevo,0.09588159588159588,0.00011164903271096085,0.0008303383219024124
GeorgeEzraVEVO,0.0933075933075933,0.00030816043963685695,0.0008288314244452392
Today I Found Out,0.005148005148005148,4.4458726042756935e-05,0.0008276173354143988
NFL,0.017374517374517374,6.229949018100982e-05,0.0008270565846200871
ZaynVEVO,0.09974259974259973,0.00010753722368151077,0.0008256491546755342
TheWeekndVEVO,0.09974259974259973,0.00010753722368151077,0.0008256491546755342
Flow La Movie,0.0990990990990991,0.00010416738606210863,0.0008250882240963588
Anne-Marie,0.09652509652509653,0.0012928213833661507,0.0008247395155321278
AmazingPhil,0.023809523809523808,3.432179390145697e-05,0.0008245709248162943
TheReportOfTheWeek,0.06241956241956242,3.0554549138801894e-05,0.0008235490644158829
ThirtySecondsToMarsVEVO,0.11969111969111969,0.00032080176593081764,0.0008222576722450808
Ariana Grande`,0.0990990990990991,8.911045964947513e-05,0.0008219353873254237
RealVIXX,0.09395109395109395,0.0,0.0008208697336006592
XCageGame,0.01673101673101673,4.29552908625671e-07,0.0008201228970830137
PLAYERUNKNOWN'S BATTLEGROUNDS,0.01673101673101673,4.29552908625671e-07,0.0008201228970830137
Fox News,0.012226512226512226,0.00016758186936289705,0.000819460253120091
Никита Ордынский,0.019948519948519948,0.0,0.0008176435945701419
ShawnMendesVEVO,0.0978120978120978,4.3659522078703745e-05,0.0008107668212125612
Bad Lip Reading,0.01673101673101673,2.8376624985872565e-05,0.0008102435704141666
CollegeHumor,0.019305019305019305,4.827100810680977e-05,0.0008098988925870645
Pina Records,0.12934362934362933,0.0048386124357461344,0.0008088348200714636
BuzzFeedVideo,0.032818532818532815,0.004852237490276664,0.000808252912910345
Jhené Aiko,0.1081081081081081,0.00017898874554302645,0.0008069411637614696
FACEIT,0.015444015444015444,0.00017569308901281832,0.0008065519131562211
BLACKPINK,0.02767052767052767,6.848740358783706e-05,0.0008063529011596342
Pixielocks,0.04247104247104247,0.0025829144069133203,0.0008056532937577255
CelineDionVEVO,0.09395109395109395,0.00014395164293648039,0.000804081255916327
CamilaCabelloVEVO,0.1184041184041184,0.00027696278193490236,0.000803290174497636
Star Wars Theory,0.06628056628056628,0.0024671828527713727,0.0008027737779673694
MGKVEVO,0.0978120978120978,3.493880427287912e-05,0.0008025687518912186
Hobbie Stuart,0.023166023166023165,2.255152770284773e-06,0.0008021715605400975
BastilleVEVO,0.0933075933075933,2.394469595049118e-06,0.0008018146074014128
Gamechamp3000,0.016087516087516088,5.627143102996289e-06,0.0008017456734575771
Wisecrack,0.005791505791505791,5.584187812133723e-06,0.000800808906715005
Mason Ramsey,0.09523809523809523,0.0003453261279985868,0.0008007875509993631
IISuperwomanII,0.023166023166023165,0.0007289292054949836,0.0007973880092201439
Sanadsk,0.021235521235521235,0.0009745000273862697,0.000794318952802339
Muselk,0.01673101673101673,0.00016149478994263917,0.0007940273101598884
ChildishGambinoVEVO,0.09459459459459459,0.00024022436042492966,0.0007939830838144513
Nicki Minaj,0.09459459459459459,5.799373364454773e-06,0.0007921356776820021
xQcOW,0.017374517374517374,0.00038656452833285337,0.0007916053765260687
Update Music TV,0.10424710424710425,3.355886726443577e-06,0.0007915896408292505
MarilynMansonVEVO,0.10424710424710425,3.355886726443577e-06,0.0007915896408292505
TroubleVEVO,0.10617760617760617,2.305644905221761e-05,0.0007905063876250068
Newsflare,0.008365508365508366,0.0,0.0007901315315343564
Rudy Mancuso,0.02059202059202059,0.00023808190991102913,0.0007898682425506381
The Daily Wire,0.06113256113256113,0.004198592651547687,0.0007885724729705276
2ChainzVEVO,0.10746460746460747,0.0005923928321172391,0.0007876064664871921
My Virgin Kitchen,0.02252252252252252,6.443293629385065e-07,0.0007830947319596264
John Maclean,0.03153153153153153,0.0022888287424774685,0.0007813173739622971
JenniferLopezVEVO,0.11776061776061776,0.0015423057689000564,0.0007806115347555688
Wale,0.1048906048906049,0.00032345763256348714,0.0007803936453882572
MattHunterVEVO,0.09009009009009009,3.596548881804508e-05,0.0007796177574060614
Gordon Ramsay,0.0592020592020592,0.00012895357597759563,0.0007795756677742843
Desus & Mero,0.07014157014157014,0.0007670983142491334,0.0007794516931173269
Russell Brand,0.013513513513513513,0.002256014522402017,0.0007791102535864613
Ten Second Songs,0.09137709137709138,0.00011513859865457923,0.0007781082425354523
ANDREW HUANG,0.09137709137709138,0.00011513859865457923,0.0007781082425354523
LevelCapGaming,0.01673101673101673,0.00014993014307704768,0.0007771750988765418
A-Boogie Wit Da Hoodie,0.023809523809523808,1.689370224923532e-05,0.0007749755409327963
ZEDDVEVO,0.0990990990990991,0.00010632875135776929,0.0007746986624150554
ThuleanPerspective,0.005148005148005148,0.0,0.0007745348910334284
Linkin Park,0.1023166023166023,0.00020295615790682725,0.0007719981794030386
Xbox,0.016087516087516088,0.00042607224433999555,0.0007717660418401932
Panagiotis Rokanis,0.0019305019305019305,0.0,0.0007698940129961367
lambofgodVEVO,0.1036036036036036,7.389708782580805e-06,0.0007689976144585063
JayRockVEVO,0.09009009009009009,1.45763782497503e-05,0.0007682189941041149
Bad Bunny,0.09009009009009009,1.45763782497503e-05,0.0007682189941041149
NPCarlsson,0.05534105534105534,7.957316860838469e-05,0.0007669934754253704
Rita Ora,0.04954954954954955,0.001560133902910077,0.0007660724481658146
